,sample,ST_ID,Date_extracted,Batch,Volume_mL,Notes,PCR_name,Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Julian_Date,Julian_Day,Time.x,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,Ac_Line,Rpt_Sta,Ac_Sta,Bottom_D,Secchi,ForelU,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Cruz_Leg,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,IntC14,Inc_Str,Inc_End,PST_LAN,Civil_T,TimeZone,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility,mean_100_T,mean_100_Salinity,mean_100_O2,mean_100_O2_sat,mean_100_silicate,mean_100_PO4,mean_100_NO3,mean_100_NO2,mean_100_NH3,mean_100_CHLa,mean_100_Phaeo,mean_100_DIC1,mean_100_TA1,mean_100_LightP,mean_100_pH1,Month,round_Lat,round_Lon,Year,mean_sst,stdev_sst,n.x,satellite_date.x,Time.y,lon_min.x,lon_max.x,lat_min.x,lat_max.x,median_sst,mad_sst,lon.x,lat.x,two_month_sst,y.x,annual_sst,mean_chla,stdev_chla,n.y,satellite_date.y,Time,lon_min.y,lon_max.y,lat_min.y,lat_max.y,median_chla,mad_chla,lon.y,lat.y,two_month_chla,y.y,annual_chla
23,X2005_4_93.3_30,0504_93.3_30,6/27/19,7,125,normal_orange,Miu_1_a_35,30859,2005-04-15-C-32NM,200504,2.01E+13,9330300,20-0504NM-MX-106-0532-09330300,093.3 030.0,2,ST,-15.569,4/16/05,38458,106,12/30/1899 05:32:00,32.843333,32,50.6,N,-117.54,-117,32.4,W,93.3,93.3,30,30.1,872,NA,NA,RV NEW HORIZON,32NM,MX,5,42,NA,93.3 30.0,3101,504,74.9,NA,,,,,NA,NA,NA,NA,2,2,1012,15.9,14.5,NA,NA,NA,NA,11.08545455,33.56863636,3.790909091,61.35454545,15.28181818,1.468181818,16.5,0.075454545,NA,0.63,0.268181818,NA,NA,NA,NA,4,32.8,-117.5,2005,16.88657143,0.685964083,35,2005-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,16.91,0.711648,-117.526666,32.848333,16.51742857,y,18.37479836,0.571995415,0.207827741,36,2005-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.51807797,0.198230709,-117.526666,32.848333,0.477373978,y,0.35194586
24,X2005_4_93.3_60,0504_93.3_60,6/27/19,7,125,low_normal,Miu_1_a_36,30865,2005-04-15-C-32NM,200504,2.01E+13,9330600,20-0504NM-MX-107-0606-09330600,093.3 060.0,2,ST,-134.974,4/17/05,38459,107,12/30/1899 06:06:00,31.848333,31,50.9,N,-119.58,-119,34.8,W,93.3,93.3,60,60.1,1857,NA,NA,RV NEW HORIZON,32NM,MX,11,102,NA,93.3 60.0,3101,504,45.3,NA,,,,,NA,NA,NA,NA,32,13,1015.3,14.5,12.9,NA,NA,NA,NA,14.30909091,33.15590909,5.598181818,96.14545455,3.463636364,0.511818182,2.409090909,0.03,NA,0.37,0.1,NA,NA,NA,NA,4,31.8,-119.6,2005,15.56333333,0.339402837,36,2005-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,15.665,0.133434,-119.571666,31.848333,15.72208333,y,16.60687701,0.15774224,0.027999739,36,2005-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.145936951,0.019143217,-119.571666,31.848333,0.147610285,y,0.263313161
25,X2006_4_80_60,0604_80_60,6/27/19,8,125,low_normal_orange,Miu_1_a_37,31153,2006-04-01-C-32NM,200604,2.01E+13,8000600,20-0604NM-MX-104-0824-08000600,080.0 060.0,2,ST,-38.48,4/14/06,38821,104,12/30/1899 08:24:00,34.155,34,9.3,N,-121.155,-121,9.3,W,80,80,60,60,2225,NA,NA,RV NEW HORIZON,32NM,MX,62,612,NA,80.0 60.0,3101,604,58.1,NA,,,,,NA,NA,NA,NA,24,5,1010.3,13.5,12.9,NA,NA,NA,NA,12.66363636,33.35609091,5.395454545,89.93636364,7.727272727,0.750909091,6.709090909,0.147272727,NA,0.647272727,0.149090909,NA,NA,NA,NA,4,34.2,-121.1,2006,13.37933333,0.219276763,30,2006-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,13.4,0.237216,-121.148333,34.151666,13.04,y,14.36481061,0.645296075,0.089455441,30,2006-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.65017873,0.11099288,-121.148333,34.151666,0.710914273,y,0.756784932
26,X2006_4_86.7_50,0604_86.7_50,6/27/19,8,125,low_normal,Miu_1_a_38,31129,2006-04-01-C-32NM,200604,2.01E+13,8670500,20-0604NM-MX-099-1226-08670500,086.7 050.0,2,ST,-70.59,4/9/06,38816,99,12/30/1899 12:26:00,33.318333,33,19.1,N,-119.65,-119,39,W,86.7,86.7,50,49.9,77,NA,NA,RV NEW HORIZON,32NM,MX,38,372,NA,86.7 50.0,3101,604,86.2,NA,,,,,NA,NA,NA,NA,32,15,1015.6,12.9,11.9,NA,NA,NA,NA,11.76,33.54422222,4.82875,78.7875,12.0875,1.08,11.45,0.22125,NA,1.14125,0.3575,NA,NA,NA,NA,4,33.3,-119.7,2006,15.7056,0.705969074,25,2006-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,15.54,0.88956,-119.661666,33.325,14.18894286,y,15.31692849,1.598219203,0.122878655,36,2006-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,1.618851721,0.121496962,-119.661666,33.325,1.595582746,y,1.007315079
27,X2006_4_93.3_30,0604_93.3_30,6/27/19,8,125,low_normal_orange,Miu_1_a_39,31096,2006-04-01-C-32NM,200604,2.01E+13,9330300,20-0604NM-MX-092-0720-09330300,093.3 030.0,2,ST,-14.88,4/2/06,38809,92,12/30/1899 07:20:00,32.846666,32,50.8,N,-117.533333,-117,32,W,93.3,93.3,30,30,856,NA,NA,RV NEW HORIZON,32NM,MX,5,42,NA,93.3 30.0,3101,604,51.8,NA,,,,,NA,NA,NA,NA,32,11,1020.1,14,11.8,NA,NA,NA,NA,11.754,33.6215,4.228,69.9,14.16,1.218,13.87,0.042,NA,0.535,0.184,NA,NA,NA,NA,4,32.8,-117.5,2006,16.36611111,0.544926091,36,2006-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,16.2,0.22239,-117.526666,32.848333,15.31263889,y,17.99698991,0.451102975,0.154193987,36,2006-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.399836823,0.09641179,-117.526666,32.848333,0.6877945,y,0.451013829
28,X2006_4_93.3_60,0604_93.3_60,6/27/19,8,125,low_normal_orange,Miu_1_a_40,31102,2006-04-01-C-32NM,200604,2.01E+13,9330600,20-0604NM-MX-093-1106-09330600,093.3 060.0,2,ST,-134.55,4/3/06,38810,93,12/30/1899 11:06:00,31.846666,31,50.8,N,-119.576666,-119,34.6,W,93.3,93.3,60,60.1,1904,NA,NA,RV NEW HORIZON,32NM,MX,11,102,NA,93.3 60.0,3101,604,31.5,NA,,,,,NA,NA,NA,NA,18,7,1016.4,15.3,14.5,NA,NA,NA,NA,11.748,33.4758,4.628,76.04,11.66,1.117,12.35,0.073,NA,0.294,0.109,NA,NA,NA,NA,4,31.8,-119.6,2006,16.39611111,0.173011606,36,2006-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,16.38,0.103782,-119.571666,31.848333,15.32930556,y,16.57262599,0.243137009,0.011371838,36,2006-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.242063604,0.007650929,-119.571666,31.848333,0.25686119,y,0.304180136
29,X2007_4_80_60,0704_80_60,6/27/19,8,120,normal,Miu_1_a_41,31424,2007-03-27-C-31JD,200704,2.01E+13,8000600,20-0704JD-MX-104-0803-08000600,080.0 060.0,2,ST,-38.46,4/14/07,39186,104,12/30/1899 08:03:00,34.148333,34,8.9,N,-121.15,-121,9,W,80,80,60,60,2175,NA,NA,RV DAVID STARR JORDAN,31JD,MX,53,522,NA,80.0 60.0,3101,704,80.6,NA,,,,,NA,NA,NA,NA,32,15,1020.2,12.7,11,NA,NA,NA,NA,11.238,33.6563,4.728,76.76,13.51,1.282,14.6,0.19,NA,0.842,0.263,NA,NA,NA,NA,4,34.2,-121.1,2007,12.77,0.34445359,30,2007-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,12.82,0.29652,-121.148333,34.151666,12.8025,y,15.2668,0.513022286,0.037731888,30,2007-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.509752065,0.035266108,-121.148333,34.151666,0.556300106,y,0.691132826
30,X2007_4_86.7_50,0704_86.7_50,6/27/19,9,125,low_normal,Miu_1_a_43,31440,2007-03-27-C-31JD,200704,2.01E+13,8670500,20-0704JD-MX-098-0436-08670500,086.7 050.0,2,ST,-70.88,4/8/07,39180,98,12/30/1899 04:36:00,33.323333,33,19.4,N,-119.66,-119,39.6,W,86.7,86.7,50,50,78,NA,NA,RV DAVID STARR JORDAN,31JD,MX,37,362,NA,86.7 50.0,3101,704,34.9,NA,,,,,NA,NA,NA,NA,31,21,1013.5,14.1,13.5,NA,NA,NA,NA,12.444,33.6286,5.286666667,87.54444444,10.26666667,0.948888889,9.011111111,0.173333333,NA,0.49,0.22,NA,NA,NA,NA,4,33.3,-119.7,2007,13.00423077,0.30017559,26,2007-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,13.015,0.177912,-119.661666,33.325,13.45711538,y,15.78462017,0.939261496,0.118384167,36,2007-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,0.961123645,0.120485658,-119.661666,33.325,0.851037512,y,0.852551775
31,X2007_3_93.3_30,0704_93.3_30,6/27/19,9,125,low_normal,Miu_1_a_44,31467,2007-03-27-C-31JD,200704,2.01E+13,9330300,20-0704JD-MX-087-1509-09330300,093.3 030.0,1,ST,-14.62,3/28/07,39169,87,12/30/1899 15:09:00,32.845,32,50.7,N,-117.526666,-117,31.6,W,93.3,93.3,30,30,829,13,NA,RV DAVID STARR JORDAN,31JD,MX,4,32,NA,93.3 30.0,3101,704,44.3,NA,,,,,NA,32,3,6,1,14,1018.3,13.8,10.9,1,0,1,8,12.80083333,33.62841667,4.8025,80.675,9.227272727,0.897272727,8,0.07,NA,0.595454545,0.253636364,NA,NA,NA,NA,3,32.8,-117.5,2007,15.70138889,0.263960525,36,2007-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,15.71,0.274281,-117.526666,32.848333,15.71,y,18.52781812,0.770498052,0.068634754,36,2007-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.765983641,0.076391623,-117.526666,32.848333,0.658899355,y,0.483414293
32,X2007_3_93.3_60,0704_93.3_60,6/27/19,8,125,low_normal,Miu_1_a_45,31473,2007-03-27-C-31JD,200704,2.01E+13,9330600,20-0704JD-MX-088-2023-09330600,093.3 060.0,1,ST,-134.11,3/29/07,39170,88,12/30/1899 20:23:00,31.846666,31,50.8,N,-119.566666,-119,34,W,93.3,93.3,60,59.9,1830,NA,NA,RV DAVID STARR JORDAN,31JD,MX,10,92,NA,93.3 60.0,3101,704,70.4,NA,,,,,NA,31,4,8,30,6,1020,16.5,15,0,NA,0,7,13.53333333,33.51241667,6.0225,101.8,3.158333333,0.4625,1.258333333,0.133333333,NA,0.780833333,0.239166667,NA,NA,NA,NA,3,31.8,-119.6,2007,14.72,0.122940171,36,2007-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,14.74,0.07413,-119.571666,31.848333,14.43611111,y,17.3175463,0.334316769,0.015234221,36,2007-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.32975927,0.013042947,-119.571666,31.848333,0.368735601,y,0.290962074
33,X2008_4_86.7_50,0804_86.7_50,6/27/19,9,125,low_normal,Miu_1_a_46,31738,2008-03-24-C-31JD,200804,2.01E+13,8670500,20-0804JD-MX-092-2323-08670500,086.7 050.0,2,ST,-71.008,4/1/08,39539,92,12/30/1899 23:23:00,33.321666,33,19.3,N,-119.661666,-119,39.7,W,86.7,86.7,50,50,78,10,NA,RV DAVID STARR JORDAN,31JD,MX,35,342,NA,86.7 50.0,3101,804,105.3,NA,,,,,NA,29,1,6,30,14,1017.8,13.9,10.7,1,3,3,8,11.34,33.75222222,4.714444444,73.825,13.35555556,1.246666667,13.97777778,0.115555556,0.307777778,1.741111111,0.747777778,NA,NA,NA,NA,4,33.3,-119.7,2008,12.43638889,0.260583442,36,2008-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,12.35,0.274281,-119.661666,33.325,12.62001263,y,14.55515753,0.931143853,0.102354353,36,2008-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,0.974235594,0.077890287,-119.661666,33.325,1.192528995,y,0.912142756
34,X2008_3_93.3_30,0804_93.3_30,6/27/19,9,125,normal,Miu_1_b_01,31763,2008-03-24-C-31JD,200804,2.01E+13,9330300,20-0804JD-MX-085-1437-09330300,093.3 030.0,1,ST,-14.775,3/25/08,39532,85,12/30/1899 14:37:00,32.845,32,50.7,N,-117.53,-117,31.8,W,93.3,93.3,30,30,847,17,NA,RV DAVID STARR JORDAN,31JD,MX,5,42,NA,93.3 30.0,3101,804,47,NA,,,,,NA,14,3,6,22,1,1015,14.8,13.1,2,7,8,7,11.44222222,33.68033333,4.007777778,65.61111111,15.95555556,1.37,15.74444444,0.048888889,0.03,0.5,0.193333333,NA,NA,NA,NA,3,32.8,-117.5,2008,16.07138889,0.187375144,36,2008-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,16.1,0.214977,-117.526666,32.848333,15.72513889,y,17.86903439,0.670790561,0.13539059,36,2008-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.635018706,0.12119624,-117.526666,32.848333,0.603941287,y,0.466930736
35,X2008_3_93.3_60,0804_93.3_60,6/27/19,9,125,low_normal,Miu_1_b_02,31769,2008-03-24-C-31JD,200804,2.01E+13,9330600,20-0804JD-PR-086-1919-09330600,093.3 060.0,1,ST,-134.308,3/26/08,39533,86,12/30/1899 19:19:00,31.845,31,50.7,N,-119.57,-119,34.2,W,93.3,93.3,60,60,1795,11,NA,RV DAVID STARR JORDAN,31JD,PR,11,102,NA,93.3 60.0,3101,804,47.5,251.5,12/30/1899 12:42:00,12/30/1899 16:42:00,12/30/1899 12:04:00,12/30/1899 18:39:00,8,32,5,5,33,27,1022,17.2,13.9,1,7,2,8,12.60333333,33.48541667,5.080833333,84.73333333,9.066666667,0.8625,8.308333333,0.07,0.038333333,0.538333333,0.176666667,NA,NA,NA,NA,3,31.8,-119.6,2008,14.30277778,0.533284224,36,2008-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,14.285,0.681996,-119.571666,31.848333,14.29166667,y,15.92276108,0.385544928,0.024237332,36,2008-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.389018357,0.030976945,-119.571666,31.848333,0.426480408,y,0.370200645
36,X2009_3_80_60,0903_80_60,6/28/19,10,125,full,Miu_1_b_03,32001,2009-03-08-C-31JD,200903,2.01E+13,8000600,20-0903JD-MX-079-1238-08000600,080.0 060.0,1,ST,-38.272,3/20/09,39892,79,12/30/1899 12:38:00,34.15,34,9,N,-121.146666,-121,8.8,W,80,80,60,60,2149,NA,NA,RV DAVID STARR JORDAN,31JD,MX,62,612,NA,80.0 60.0,3101,903,120,NA,,,,,NA,NA,NA,NA,33,25,1013.1,12.8,11.7,NA,NA,NA,NA,11.97636364,33.43536364,5.466363636,89.66363636,6.990909091,0.779090909,6.918181818,0.131818182,0.241818182,1.372727273,0.391818182,NA,NA,NA,NA,3,34.2,-121.1,2009,12.463,0.105541298,30,2009-03-17T00:00:00Z,17T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,12.475,0.111195,-121.148333,34.151666,12.4285,y,14.05032992,0.817066441,0.114546942,30,2009-03-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.801796377,0.162500306,-121.148333,34.151666,0.669566303,y,0.723052199
37,X2009_3_86.7_50,0903_86.7_50,6/28/19,10,34,full,Miu_1_b_04,32024,2009-03-08-C-31JD,200903,2.01E+13,8670500,20-0903JD-MX-074-1356-08670500,086.7 050.0,1,ST,-71.032,3/15/09,39887,74,12/30/1899 13:56:00,33.323333,33,19.4,N,-119.663333,-119,39.8,W,86.7,86.7,50,50,74,NA,NA,RV DAVID STARR JORDAN,31JD,MX,38,372,NA,86.7 50.0,3101,903,64.9,NA,,,,,NA,28,3,5,31,25,1017.8,12,10.1,1,6,6,6,11.58875,33.40625,5.07875,82.575,10.1125,0.98375,9.5125,0.1075,0.01125,0.75875,0.19125,NA,NA,NA,NA,3,33.3,-119.7,2009,13.23861111,0.16214901,36,2009-03-17T00:00:00Z,17T00:00:00Z,-119.761666,-119.561666,33.225,33.425,13.22,0.133434,-119.661666,33.325,13.24180556,y,15.43296307,0.78619126,0.115907056,36,2009-03-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,0.771140218,0.150931986,-119.661666,33.325,0.835135757,y,0.800531806
38,X2009_3_93.3_30,0903_93.3_30,6/28/19,10,125,normal,Miu_1_b_07,32049,2009-03-08-C-31JD,200903,2.01E+13,9330300,20-0903JD-MX-067-1221-09330300,093.3 030.0,1,ST,-14.959,3/8/09,39880,67,12/30/1899 12:21:00,32.846666,32,50.8,N,-117.535,-117,32.1,W,93.3,93.3,30,30,841,NA,NA,RV DAVID STARR JORDAN,31JD,MX,5,42,NA,93.3 30.0,3101,903,32.7,NA,,,,,NA,NA,NA,NA,9,10,1015.3,11.9,14.2,NA,NA,NA,NA,12.22777778,33.419,5.00375,82.9875,9.5375,0.83375,8.7125,0.085,0.195,0.37625,0.19625,2041.5,2226.035,NA,NA,3,32.8,-117.5,2009,14.89666667,0.111432234,36,2009-03-17T00:00:00Z,17T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,14.9,0.133434,-117.526666,32.848333,15.46666667,y,18.19983384,0.350118082,0.108539194,36,2009-03-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.301833957,0.024953921,-117.526666,32.848333,0.490636194,y,0.401235665
39,X2009_3_93.3_60,0903_93.3_60,6/28/19,10,125,low_normal,Miu_1_b_08,32056,2009-03-08-C-31JD,200903,2.01E+13,9330600,20-0903JD-MX-068-1432-09330600,093.3 060.0,1,ST,-134.156,3/9/09,39881,68,12/30/1899 14:32:00,31.85,31,51,N,-119.57,-119,34.2,W,93.3,93.3,60,60,1952,NA,NA,RV DAVID STARR JORDAN,31JD,MX,11,102,NA,93.3 60.0,3101,903,28.8,NA,,,,,NA,32,5,6,32,22,1017.1,13.5,10,2,6,8,2,12.94181818,33.22536364,5.722727273,95.52727273,5.472727273,0.599090909,3.954545455,0.07,0.068181818,0.323636364,0.158181818,NA,NA,NA,NA,3,31.8,-119.6,2009,14.32916667,0.267243869,36,2009-03-17T00:00:00Z,17T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,14.27,0.22239,-119.571666,31.848333,14.03430556,y,15.89034772,0.331530261,0.017741881,36,2009-03-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.334632367,0.018301241,-119.571666,31.848333,0.320212935,y,0.322477699
40,X2010_5_80_60,1004_80_60,6/28/19,11,125,full_orange,Miu_1_b_09,32342,2010-04-27-C-31FN,201004,2.01E+13,8000600,20-1004FN-MX-137-0151-08000600,080.0 060.0,2,ST,-38.227,5/17/10,40315,137,12/30/1899 01:51:00,34.146667,34,8.8,N,-121.143333,-121,8.6,W,80,80,60,60,2142,NA,NA,RV MILLER FREEMAN,31FN,MX,189,1882,NA,80.0 60.0,3101,1004,30.4,NA,,,,,NA,30,2,5,32,10,1013.7,12.5,12,2,7,8,6,11.4175,33.382375,5.41625,87.6125,14.1875,1.17875,12.85,0.21,0.245,0.3375,0.26875,2088.78,2225.485,NA,NA,5,34.2,-121.1,2010,13.19666667,0.591242603,30,2010-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,13.31,0.630105,-121.148333,34.151666,13.34433333,y,14.61696305,0.776660742,0.13720436,30,2010-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.806174785,0.091381491,-121.148333,34.151666,0.710276367,y,0.787036559
41,X2010_4_93.3_30,1004_93.3_30,6/28/19,11,125,normal,Miu_1_b_10,32391,2010-04-27-C-31FN,201004,2.01E+13,9330300,20-1004FN-MX-117-1208-09330300,093.3 030.0,2,ST,-14.765,4/27/10,40295,117,12/30/1899 12:08:00,32.848333,32,50.9,N,-117.531667,-117,31.9,W,93.3,93.3,30,30,846,NA,NA,RV MILLER FREEMAN,31FN,MX,127,1262,NA,93.3 30.0,3101,1004,31.8,NA,,,,,NA,NA,NA,NA,19,3,1013.5,14.5,14,NA,NA,NA,NA,13.92833333,33.411,5.453333333,93.28333333,5.6,0.62,4,0.088333333,0.105,0.353333333,0.181666667,2041.09,2227.78,NA,NA,4,32.8,-117.5,2010,16.81527778,0.233415462,36,2010-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,16.87,0.274281,-117.526666,32.848333,16.23152778,y,18.45391865,0.236347518,0.055897702,36,2010-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.217240334,0.021633899,-117.526666,32.848333,0.310682301,y,0.31539953
42,X2010_4_93.3_60,1004_93.3_60,6/28/19,11,125,full,Miu_1_b_11,32398,2010-04-27-C-31FN,201004,2.01E+13,9330600,20-1004FN-MX-118-1142-09330600,093.3 060.0,2,ST,-134.207,4/28/10,40296,118,12/30/1899 11:42:00,31.848333,31,50.9,N,-119.57,-119,34.2,W,93.3,93.3,60,60,1833,NA,NA,RV MILLER FREEMAN,31FN,MX,133,1322,NA,93.3 60.0,3101,1004,29.2,NA,,,,,NA,NA,NA,NA,29,10,1016.5,16.2,15.2,NA,NA,NA,NA,14.77777778,33.24511111,5.84,101.1333333,2,0.39625,0.425,0.00875,0.0775,0.281111111,0.136666667,NA,NA,NA,NA,4,31.8,-119.6,2010,15.15277778,0.13593299,36,2010-04-16T00:00:00Z,16T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,15.135,0.126021,-119.571666,31.848333,14.96472222,y,16.51466017,0.277031477,0.023072995,36,2010-04-01T00:00:00Z,01T00:00:00Z,-119.671666,-119.471666,31.748333,31.948333,0.275210127,0.027265279,-119.571666,31.848333,0.313562538,y,0.369749535
43,X2011_4_80_60,1104_80_60,6/28/19,12,50,full,Miu_1_b_12,32672,2011-04-09-C-325S,201104,2.01E+13,8000600,20-11045S-PR-113-1727-08000600,080.0 060.0,2,ST,-38.855,4/23/11,40656,113,12/30/1899 17:27:00,34.15,34,9,N,-121.155,-121,9.3,W,80,80,60,60.1,2162,8,NA,RV BELL M. SHIMADA,325S,PR,103,1022,NA,80.0 60.0,3101,1104,148.4,1425.6,12/30/1899 12:05:00,12/30/1899 19:03:00,12/30/1899 12:03:00,12/30/1899 19:13:00,8,30,3,8,30,4,1016.8,14,12,1,3,4,8,10.89416667,33.62516667,5.068181818,81.21818182,15.22727273,1.432727273,15.51818182,0.199090909,1.036363636,1.76,0.99,NA,NA,NA,NA,4,34.2,-121.1,2011,13.17333333,0.234555094,30,2011-04-16T00:00:00Z,16T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,13.2,0.207564,-121.148333,34.151666,13.19316667,y,13.94502601,0.653882813,0.150064018,30,2011-04-01T00:00:00Z,01T00:00:00Z,-121.248333,-121.048333,34.051666,34.251666,0.603025079,0.140907001,-121.148333,34.151666,0.533326076,y,0.873452946
44,X2011_4_86.7_50,1104_86.7_50,6/28/19,11,125,normal_organge,Miu_1_b_13,32694,2011-04-09-C-325S,201104,2.01E+13,8670500,20-11045S-PR-108-1816-08670500,086.7 050.0,2,ST,-71.322,4/18/11,40651,108,12/30/1899 18:16:00,33.325,33,19.5,N,-119.668333,-119,40.1,W,86.7,86.7,50,50,81,10,NA,RV BELL M. SHIMADA,325S,PR,75,742,NA,86.7 50.0,3101,1104,33.2,471.3,12/30/1899 11:58:00,12/30/1899 18:55:00,12/30/1899 11:58:00,12/30/1899 18:57:00,8,31,6,5,31,18,1016.3,13.3,13,2,7,8,4,10.979,33.6845,3.739,60.54,20.2,1.526,18.36,0.137,0.046,0.461,0.266,NA,NA,NA,NA,4,33.3,-119.7,2011,13.67971429,0.277281824,35,2011-04-16T00:00:00Z,16T00:00:00Z,-119.761666,-119.561666,33.225,33.425,13.77,0.163086,-119.661666,33.325,13.32335714,y,14.18861671,1.046693183,0.07860048,36,2011-04-01T00:00:00Z,01T00:00:00Z,-119.761666,-119.561666,33.225,33.425,1.051147103,0.075167215,-119.661666,33.325,1.025136496,y,1.278092538
45,X2011_4_93.3_30,1104_93.3_30,6/28/19,11,125,low_normal,Miu_1_b_14,32720,2011-04-09-C-325S,201104,2.01E+13,9330300,20-11045S-MX-100-0921-09330300,093.3 030.0,2,ST,-14.909,4/10/11,40643,100,12/30/1899 09:21:00,32.848333,32,50.9,N,-117.528333,-117,31.7,W,93.3,93.3,30,30,815,NA,NA,RV BELL M. SHIMADA,325S,MX,35,342,NA,93.3 30.0,3101,1104,48.8,NA,,,,,NA,NA,NA,NA,7,1,1022.1,14,11.5,NA,NA,NA,NA,11.41,33.586,3.766923077,61.81538462,18.10769231,1.424615385,16.33846154,0.230769231,0.177692308,0.640769231,0.275384615,2151.4,2235.85,NA,NA,4,32.8,-117.5,2011,16.74916667,0.123574732,36,2011-04-16T00:00:00Z,16T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,16.755,0.126021,-117.526666,32.848333,16.11333333,y,17.31326991,0.530641031,0.078972475,36,2011-04-01T00:00:00Z,01T00:00:00Z,-117.626666,-117.426666,32.748333,32.948333,0.516069025,0.072032073,-117.526666,32.848333,0.641815916,y,0.523789145
